district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,district,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,bathrooms,bath_text,other_bath,Entirehome/apt
District 19,5.0,5.0,4.71,5.0,5.0,4.83,4.92,1.0,District 19,Entire home/apt,12,4 baths,4.0,8.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Crib"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Iron"", ""Room-darkening shades"", ""Fireplace guards"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""High chair"", ""Long term stays allowed""]","$1,017.00",3,48,4,baths,0,0
District 21,4.88,4.84,4.66,4.97,4.94,4.88,4.75,1.0,District 21,Entire home/apt,12,4 baths,4.0,11.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$277.00,2,365,4,baths,0,0
District 8,4.71,5.0,5.0,4.93,4.57,5.0,5.0,1.0,District 8,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Lock on bedroom door"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""EV charger"", ""Iron"", ""Bed linens"", ""Electric stove"", ""Free washer \u2013 In building"", ""Shared patio or balcony"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Shared hot tub"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""50\"" HDTV with HBO Max, Netflix, Roku"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$61.00,1,1125,1,private,bath,1
District 8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,District 8,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Lock on bedroom door"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Baking sheet"", ""Single level home"", ""55\"" HDTV with HBO Max, Netflix, Roku"", ""Dedicated workspace: office chair and desk"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""EV charger"", ""Bathtub"", ""Bed linens"", ""Iron"", ""Free washer \u2013 In building"", ""Shared patio or balcony"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Portable fans"", ""Cleaning products"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Shared fenced garden or backyard"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Outdoor furniture"", ""Shared hot tub"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Long term stays allowed""]",$56.00,1,1125,1,private,bath,1
District 18,4.94,4.97,5.0,4.94,4.88,4.97,4.76,1.0,District 18,Entire home/apt,12,3 baths,4.0,6.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$308.00,2,365,3,baths,0,0
District 11,5.0,5.0,4.88,5.0,5.0,5.0,5.0,1.0,District 11,Entire home/apt,3,1 bath,2.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Electric stove"", ""Samples in bathroom closet shampoo"", ""Individually wrapped body soap"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Ceiling fan"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Sound bar - bluetooth  Bluetooth sound system"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$110.00,30,1125,1,bath,0,0
District 13,5.0,4.97,4.95,5.0,4.98,4.95,4.95,1.0,District 13,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Lake access"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$89.00,2,1125,1,bath,0,0
District 5,4.74,4.77,4.63,5.0,4.94,4.86,4.66,1.0,District 5,Private room,2,1 private bath,1.0,1.0,"[""Wifi"", ""Lock on bedroom door"", ""Essentials"", ""Hangers"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property""]",$179.00,3,5,1,private,bath,1
District 28,4.87,4.85,4.98,4.95,4.89,4.77,4.85,1.0,District 28,Entire home/apt,8,2 baths,3.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Fire pit"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$130.00,3,28,2,baths,0,0
District 18,4.92,4.88,4.72,5.0,5.0,4.84,4.88,1.0,District 18,Entire home/apt,12,3.5 baths,4.0,8.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$299.00,2,365,3,baths,0,0
District 17,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1.0,District 17,Entire home/apt,4,1 bath,2.0,2.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$132.00,2,1125,1,bath,0,0
District 18,5.0,5.0,5.0,4.96,5.0,4.96,4.84,1.0,District 18,Entire home/apt,12,4 baths,4.0,9.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$418.00,2,365,4,baths,0,0
District 20,4.8,5.0,5.0,5.0,5.0,5.0,5.0,1.0,District 20,Entire home/apt,6,3.5 baths,3.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Cleaning before checkout"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Clothing storage: closet and walk-in closet"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Drying rack for clothing"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$192.00,2,31,3,baths,0,0
District 15,4.88,4.94,4.82,5.0,4.97,4.94,4.9,1.0,District 15,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Hangers"", ""Lockbox"", ""Private entrance"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Portable fans"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$80.00,2,33,1,bath,0,0
District 21,4.83,4.79,5.0,4.88,5.0,4.67,4.79,0.98,District 21,Entire home/apt,3,1 bath,1.0,1.0,"[""Wifi"", ""Essentials"", ""Hangers"", ""Heating"", ""Free street parking"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$59.00,2,150,1,bath,0,0
District 21,4.78,4.96,4.96,4.91,4.91,4.7,4.61,0.98,District 21,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Body soap"", ""Essentials"", ""Hangers"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Mini fridge"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Free washer \u2013 In building"", ""Shampoo"", ""Dedicated workspace"", ""Conditioner"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$59.00,2,150,1,bath,0,0
District 5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,District 5,Entire home/apt,10,3.5 baths,3.0,10.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$150.00,21,1125,3,baths,0,0
District 5,4.62,4.71,4.53,4.94,4.76,4.79,4.79,1.0,District 5,Private room,2,1 private bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Lock on bedroom door"", ""Essentials"", ""Hangers"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property""]",$186.00,3,5,1,private,bath,1
District 5,4.86,4.95,4.81,4.9,4.67,4.71,4.9,1.0,District 5,Private room,2,1 private bath,1.0,1.0,"[""Wifi"", ""Lock on bedroom door"", ""Essentials"", ""Hangers"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property""]",$180.00,3,5,1,private,bath,1
District 5,4.67,4.67,4.89,4.85,4.78,4.67,4.74,1.0,District 5,Private room,2,1 shared bath,1.0,2.0,"[""Wifi"", ""Lock on bedroom door"", ""Essentials"", ""Indoor fireplace"", ""Hangers"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Air conditioning"", ""Smoke alarm"", ""Security cameras on property""]",$176.00,3,5,1,shared,bath,1
District 18,5.0,5.0,5.0,5.0,5.0,5.0,4.88,1.0,District 18,Entire home/apt,8,3.5 baths,3.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$317.00,2,365,3,baths,0,0
District 18,5.0,5.0,5.0,5.0,5.0,5.0,4.81,1.0,District 18,Entire home/apt,6,2.5 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$264.00,2,365,2,baths,0,0
District 21,4.87,4.9,5.0,4.9,4.93,4.63,4.87,0.98,District 21,Entire home/apt,2,1 bath,1.0,1.0,"[""Clothing storage: dresser"", ""Microwave"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Free street parking"", ""TV"", ""Mini fridge"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$59.00,2,150,1,bath,0,0
District 21,4.57,4.71,5.0,5.0,4.57,4.71,4.57,0.98,District 21,Entire home/apt,2,1 bath,1.0,1.0,"[""Wifi"", ""Essentials"", ""Hangers"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Free street parking"", ""TV"", ""Breakfast"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$59.00,2,185,1,bath,0,0
District 8,4.93,5.0,4.93,5.0,5.0,4.98,4.89,1.0,District 8,Entire home/apt,8,2 baths,3.0,5.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$231.00,2,365,2,baths,0,0
District 18,4.71,4.84,4.9,4.69,4.62,4.88,4.62,0.99,District 18,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Long term stays allowed""]",$114.00,2,1125,1,bath,0,0
District 8,4.35,4.8,4.45,4.8,4.65,4.9,4.4,1.0,District 8,Entire home/apt,6,1 bath,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$98.00,1,365,1,bath,0,0
