district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,district,bathrooms,bath_text,other_bath,Entirehome/apt
District 37201,5.0,5.0,5.0,5.0,5.0,4.8,4.7,1.0,Entire home/apt,8,3.5 baths,3.0,3.0,"[""Microwave"", ""Stainless steel oven"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Stainless steel electric stove"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace: "", ""Baking sheet"", ""Private entrance"", ""Paid parking lot on premises"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Drying rack for clothing"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Wine glasses"", ""Shower gel"", ""HDTV with Amazon Prime Video, Netflix, HBO Max"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Paid parking lot off premises"", ""Long term stays allowed"", ""Clothing storage: closet, dresser, and walk-in closet""]",$488.00,2,85,District 37201,3,baths,0,0
District 37219,5.0,5.0,5.0,5.0,5.0,4.8,4.7,1.0,Entire home/apt,8,3.5 baths,3.0,3.0,"[""Microwave"", ""Stainless steel oven"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Stainless steel electric stove"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace: "", ""Baking sheet"", ""Private entrance"", ""Paid parking lot on premises"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Drying rack for clothing"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Wine glasses"", ""Shower gel"", ""HDTV with Amazon Prime Video, Netflix, HBO Max"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Paid parking lot off premises"", ""Long term stays allowed"", ""Clothing storage: closet, dresser, and walk-in closet""]",$488.00,2,85,District 37219,3,baths,0,0
District 37243,5.0,5.0,5.0,5.0,5.0,4.8,4.7,1.0,Entire home/apt,8,3.5 baths,3.0,3.0,"[""Microwave"", ""Stainless steel oven"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Stainless steel electric stove"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace: "", ""Baking sheet"", ""Private entrance"", ""Paid parking lot on premises"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Central air conditioning"", ""Conditioner"", ""Drying rack for clothing"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Wine glasses"", ""Shower gel"", ""HDTV with Amazon Prime Video, Netflix, HBO Max"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Paid parking lot off premises"", ""Long term stays allowed"", ""Clothing storage: closet, dresser, and walk-in closet""]",$488.00,2,85,District 37243,3,baths,0,0
District 37201,4.81,4.88,4.88,4.88,4.94,4.75,4.81,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Electric stove"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Travel-sized body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed""]",$150.00,1,365,District 37201,1,bath,0,0
District 37219,4.81,4.88,4.88,4.88,4.94,4.75,4.81,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Electric stove"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Travel-sized body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed""]",$150.00,1,365,District 37219,1,bath,0,0
District 37243,4.81,4.88,4.88,4.88,4.94,4.75,4.81,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Electric stove"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Travel-sized body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed""]",$150.00,1,365,District 37243,1,bath,0,0
District 37201,5.0,5.0,4.83,5.0,5.0,5.0,4.83,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: walk-in closet"", ""Iron"", ""Electric stove"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Long term stays allowed""]",$200.00,2,365,District 37201,1,bath,0,0
District 37219,5.0,5.0,4.83,5.0,5.0,5.0,4.83,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: walk-in closet"", ""Iron"", ""Electric stove"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Long term stays allowed""]",$200.00,2,365,District 37219,1,bath,0,0
District 37243,5.0,5.0,4.83,5.0,5.0,5.0,4.83,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: walk-in closet"", ""Iron"", ""Electric stove"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Long term stays allowed""]",$200.00,2,365,District 37243,1,bath,0,0
District 37221,4.98,4.97,4.98,4.99,5.0,4.94,4.95,1.0,Entire home/apt,5,1 bath,3.0,3.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Host greets you"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Clothing storage: closet"", ""Cable TV"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smoke alarm"", ""Private garden or backyard"", ""Board games""]",$124.00,2,14,District 37221,1,bath,0,0
District 37211,4.99,4.99,4.98,5.0,5.0,4.72,4.92,1.0,Entire home/apt,8,2.5 baths,2.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Crib"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Iron"", ""Private patio or balcony"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Children\u2019s books and toys"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$161.00,30,1125,District 37211,2,baths,0,0
District 37211,4.75,4.86,4.67,4.95,4.95,4.38,4.64,1.0,Entire home/apt,7,1.5 baths,3.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$106.00,1,365,District 37211,1,baths,0,0
District 37216,4.91,4.96,4.88,4.98,4.99,4.77,4.93,1.0,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$120.00,2,1125,District 37216,1,bath,0,0
District 37216,4.89,4.93,4.79,4.99,4.99,4.89,4.86,1.0,Entire home/apt,5,1 bath,2.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$100.00,2,89,District 37216,1,bath,0,0
District 37216,4.95,4.97,4.96,4.99,4.98,4.92,4.94,1.0,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Private patio or balcony"", ""Bed linens"", ""Iron"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard""]",$62.00,1,27,District 37216,1,bath,0,0
District 37216,4.94,4.94,4.75,4.9,4.91,4.81,4.91,0.9,Entire home/apt,7,1 bath,3.0,4.0,"[""Wifi"", ""Bathroom essentials"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Children\u2019s dinnerware"", ""Washer"", ""Suitable for events"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Smoke alarm"", ""Backyard""]",$175.00,1,31,District 37216,1,bath,0,0
District 37216,4.94,4.75,4.88,4.75,4.81,5.0,4.81,1.0,Entire home/apt,1,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Host greets you"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$41.00,30,90,District 37216,1,bath,0,0
District 37228,4.85,4.89,4.7,4.97,4.97,4.67,4.85,1.0,Entire home/apt,12,3 baths,4.0,14.0,"[""Microwave"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Cleaning before checkout"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private hot tub"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$253.00,2,365,District 37228,3,baths,0,0
District 37228,4.91,4.96,4.91,5.0,4.96,4.65,4.91,1.0,Entire home/apt,16,6 baths,8.0,26.0,"[""Microwave"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Hot tub"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$557.00,2,365,District 37228,6,baths,0,0
District 37228,5.0,5.0,5.0,4.5,5.0,4.5,5.0,1.0,Private room,2,1 shared bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Lock on bedroom door"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$44.00,2,1125,District 37228,1,shared,bath,1
District 37228,4.84,4.79,4.91,4.91,4.91,4.65,4.79,1.0,Entire home/apt,16,8 baths,8.0,30.0,"[""Microwave"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Cleaning before checkout"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$970.00,2,365,District 37228,8,baths,0,0
District 37228,4.7,4.7,4.63,4.91,4.72,4.78,4.73,1.0,Entire home/apt,12,3.5 baths,4.0,15.0,"[""Microwave"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$188.00,2,365,District 37228,3,baths,0,0
District 37228,4.85,4.86,4.68,4.95,5.0,4.86,4.8,0.97,Entire home/apt,12,3.5 baths,4.0,12.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$193.00,2,28,District 37228,3,baths,0,0
